FILENAME|OBS_ID|PROGRAM|OBS_NUM|VISIT|VISIT_ID|VISITGRP|VISITYPE|SEQ_ID|ACT_ID|EXPOSURE|EXP_TYPE|NEXPOSUR|EXPCOUNT|INSTRUME|DETECTOR|CHANNEL|TARGETID|TARGPROP|TARGNAME|TARGTYPE|TEMPLATE|PNTGTYPE|PNTG_SEQ|TARGORDN|EXPSPCIN|DITHPTIN|MOSTILNO|MODULE|FILTER|PUPIL|DITHERID|PATTTYPE|PATTSTRT|NUMDTHPT|PATTSIZE|SUBPXPTS|PATT_NUM|SUBPIXEL|APERNAME|SDP_VER|SUBARRAY|GRATING|FXD_SLIT|BAND|GWA_XTIL|GWA_YTIL|ASN_CANDIDATE|EXPOSERR|IS_PSF|IS_IMPRT|BKGDTARG|TSOVISIT|MSASTATE|MSAMETFL|OPMODE|LAMP|SPEC_NUM|SPAT_NUM|DMS_NOTE|EXSEGTOT|NINTS|NGROUPS|MTSHADOW
jw01366011001_04103_00002-seg008_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg009_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg010_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg001_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg002_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg003_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg004_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg005_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg006_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg007_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg008_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg009_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00003-seg010_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|3|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
