FILENAME|OBS_ID|PROGRAM|OBS_NUM|VISIT|VISIT_ID|VISITGRP|VISITYPE|SEQ_ID|ACT_ID|EXPOSURE|EXP_TYPE|NEXPOSUR|EXPCOUNT|INSTRUME|DETECTOR|CHANNEL|TARGETID|TARGPROP|TARGNAME|TARGTYPE|TEMPLATE|PNTGTYPE|PNTG_SEQ|TARGORDN|EXPSPCIN|DITHPTIN|MOSTILNO|MODULE|FILTER|PUPIL|DITHERID|PATTTYPE|PATTSTRT|NUMDTHPT|PATTSIZE|SUBPXPTS|PATT_NUM|SUBPIXEL|APERNAME|SDP_VER|SUBARRAY|GRATING|FXD_SLIT|BAND|GWA_XTIL|GWA_YTIL|ASN_CANDIDATE|EXPOSERR|IS_PSF|IS_IMPRT|BKGDTARG|TSOVISIT|MSASTATE|MSAMETFL|OPMODE|LAMP|SPEC_NUM|SPAT_NUM|DMS_NOTE|EXSEGTOT|NINTS|NGROUPS|MTSHADOW
jw01366002001_04103_00001-seg004_nrca3_uncal.fits|V01366002001P0000000004103|1366|2|1|01366002001|4|PRIME_TARGETED_FIXED|1|03|1|NRC_TSIMAGE|2|2|NIRCAM|NRCA3|SHORT|1|WASP-39|WASP-39|FIXED|NIRCam Grism Time Series|SCIENCE|2|1|1|1|1|A|F210M|WLP8|NULL|NONE|NULL|1|NULL|NULL|1|NULL|NRCA3_GRISMTS256|2025_4a|SUBGRISM256|NULL|NULL|NULL|NULL|NULL|[('o002', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|366|12|NONE
jw01366002001_04103_00001-seg004_nrcalong_uncal.fits|V01366002001P0000000004103|1366|2|1|01366002001|4|PRIME_TARGETED_FIXED|1|03|1|NRC_TSGRISM|2|2|NIRCAM|NRCALONG|LONG|1|WASP-39|WASP-39|FIXED|NIRCam Grism Time Series|SCIENCE|2|1|1|1|1|A|F322W2|GRISMR|NULL|NONE|NULL|1|NULL|NULL|1|NULL|NRCA5_GRISM256_F322W2|2025_4a|SUBGRISM256|NULL|NULL|NULL|NULL|NULL|[('o002', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|366|12|NONE
jw01366003001_02101_00001-seg001_nrs1_uncal.fits|V01366003001P0000000002101|1366|3|1|01366003001|2|PRIME_TARGETED_FIXED|1|01|1|NRS_WATA|3|1|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|TARGET_ACQUISITION|1|0|0|0|0|NULL|F110W|NULL|NULL|NULL|NULL|1|NULL|NULL|0|NULL|NRS_S1600A1_SLIT|2025_4a|SUB32|MIRROR|NULL|NULL|0.340215683|0.195543036|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|NULL|NULL|NULL|1|1|3|NONE
jw01366003001_02101_00002-seg001_nrs1_uncal.fits|V01366003001P0000000002101|1366|3|1|01366003001|2|PRIME_TARGETED_FIXED|1|01|2|NRS_TACONFIRM|3|1|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|TARGET_ACQUISITION|1|0|0|0|0|NULL|F110W|NULL|NULL|NULL|NULL|1|NULL|NULL|0|NULL|NRS_S1600A1_SLIT|2025_4a|SUB32|MIRROR|NULL|NULL|0.340215683|0.195543036|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|NULL|NULL|NULL|1|1|3|NONE
jw01366003001_04101_00001-seg001_nrs1_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366003001_04101_00001-seg001_nrs2_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366003001_04101_00001-seg002_nrs1_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366003001_04101_00001-seg002_nrs2_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366003001_04101_00001-seg003_nrs1_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366003001_04101_00001-seg003_nrs2_uncal.fits|V01366003001P0000000004101|1366|3|1|01366003001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|F290LP|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB2048|G395H|S1600A1|NULL|0.318840981|0.144672647|[('o003', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|3|465|70|NONE
jw01366004001_02101_00001-seg001_nrs1_uncal.fits|V01366004001P0000000002101|1366|4|1|01366004001|2|PRIME_TARGETED_FIXED|1|01|1|NRS_WATA|3|1|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|TARGET_ACQUISITION|1|0|0|0|0|NULL|F110W|NULL|NULL|NULL|NULL|1|NULL|NULL|0|NULL|NRS_S1600A1_SLIT|2025_4a|SUB32|MIRROR|NULL|NULL|0.339531332|0.195451781|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|NULL|NULL|NULL|1|1|3|NONE
jw01366004001_02101_00002-seg001_nrs1_uncal.fits|V01366004001P0000000002101|1366|4|1|01366004001|2|PRIME_TARGETED_FIXED|1|01|2|NRS_TACONFIRM|3|1|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|TARGET_ACQUISITION|1|0|0|0|0|NULL|F110W|NULL|NULL|NULL|NULL|1|NULL|NULL|0|NULL|NRS_S1600A1_SLIT|2025_4a|SUB32|MIRROR|NULL|NULL|0.339531332|0.195451781|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|NULL|NULL|NULL|1|1|3|NONE
jw01366004001_04101_00001-seg001_nrs1_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg001_nrs2_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg002_nrs1_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg002_nrs2_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg003_nrs1_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg003_nrs2_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg004_nrs1_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS1|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366004001_04101_00001-seg004_nrs2_uncal.fits|V01366004001P0000000004101|1366|4|1|01366004001|4|PRIME_TARGETED_FIXED|1|01|1|NRS_BRIGHTOBJ|3|3|NIRSPEC|NRS2|NULL|1|WASP-39|WASP-39|FIXED|NIRSpec Bright Object Time Series|SCIENCE|2|1|1|1|1|NULL|CLEAR|NULL|NULL|NONE|NULL|1|NULL|1|1|NULL|NRS_S1600A1_SLIT|2025_4a|SUB512|PRISM|S1600A1|NULL|0.3360183|0.03214187|[('o004', 'OBSERVATION')]|NULL|NULL|NULL|F|T|PRIMARYPARK_ALLCLOSED|NULL|BRIGHTOBJ|NONE|1|1|NULL|4|21500|5|NONE
jw01366011001_02101_00001-seg001_mirimage_uncal.fits|V01366011001P0000000002101|1366|11|1|01366011001|2|PRIME_TARGETED_FIXED|1|01|1|MIR_TACQ|6|1|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|TARGET_ACQUISITION|1|0|0|0|0|NULL|F1500W|NULL|NULL|NONE|NULL|1|NULL|NULL|0|NULL|MIRIM_TASLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|1|1|6|NONE
jw01366011001_04102_00001-seg001_mirimage_uncal.fits|V01366011001P0000000004102|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|02|1|MIR_TACONFIRM|6|2|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|2|1|1|1|1|NULL|F1500W|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|1|1|6|NONE
jw01366011001_04103_00001-seg001_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg002_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg003_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg004_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg005_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg006_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg007_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg008_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg009_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00001-seg010_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|1|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg001_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg002_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg003_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg004_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg005_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg006_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
jw01366011001_04103_00002-seg007_mirimage_uncal.fits|V01366011001P0000000004103|1366|11|1|01366011001|4|PRIME_TARGETED_FIXED|1|03|2|MIR_LRS-SLITLESS|6|3|MIRI|MIRIMAGE|NULL|2|WASP-43|WASP-43|FIXED|MIRI Low Resolution Spectroscopy|SCIENCE|3|1|2|1|1|NULL|P750L|NULL|NULL|NONE|NULL|1|NULL|NULL|1|NULL|MIRIM_SLITLESSPRISM|2025_4a|SLITLESSPRISM|NULL|NULL|NULL|NULL|NULL|[('o011', 'OBSERVATION')]|NULL|NULL|NULL|F|T|NULL|NULL|NULL|OFF|NULL|NULL|NULL|10|3072|64|NONE
