wavelength,flux_mjy,flux_normalized,instrument
2.8332928515513034,,,NIRISS_SOSS
2.8323054405547574,,,NIRISS_SOSS
2.831318029609128,,,NIRISS_SOSS
2.8303306184717623,,,NIRISS_SOSS
2.8293432080549774,,,NIRISS_SOSS
2.8283557913681623,0.03200015040987018,0.48463840228635013,NIRISS_SOSS
2.8273683446051003,0.03213127191036487,0.4866242215306727,NIRISS_SOSS
2.826380859399971,0.027574130487600462,0.41760686661723223,NIRISS_SOSS
2.8253933380815317,0.028864218382031973,0.43714509153049397,NIRISS_SOSS
2.824405780294838,0.029132713044616912,0.44121141067683906,NIRISS_SOSS
2.823418186425521,0.029055884546613606,0.4400478523795975,NIRISS_SOSS
2.822430556654193,0.02901119027822779,0.43937096309800283,NIRISS_SOSS
2.8214428912170924,0.028948831780755538,0.4384265512062822,NIRISS_SOSS
2.8204551903343646,0.028907330857982506,0.4377980247572338,NIRISS_SOSS
2.819467454229763,0.02721331216195989,0.4121423167756119,NIRISS_SOSS
2.8184796831252505,0.02921917374068614,0.4425208474471935,NIRISS_SOSS
2.817491877242476,0.02771718375622611,0.4197733910447921,NIRISS_SOSS
2.8165040368023733,0.02910105835939511,0.4407320043029853,NIRISS_SOSS
2.81551616202527,0.029222642160195166,0.442573376240583,NIRISS_SOSS
2.81452825313086,0.029088343402082127,0.44053943781444144,NIRISS_SOSS
2.8135403103382126,0.02904727795694473,0.43991750662144224,NIRISS_SOSS
2.8125523338657694,0.028922582739680323,0.43802901265832844,NIRISS_SOSS
2.8115643239313477,0.02879345146474697,0.4360733351390879,NIRISS_SOSS
2.8105762807521404,0.029180588216187922,0.4419364743519211,NIRISS_SOSS
2.809588204544715,0.028523306711863004,0.43198202557501336,NIRISS_SOSS
2.808600095525019,0.029344302672733257,0.4444159099681624,NIRISS_SOSS
2.8076119539083773,0.02986207502877528,0.45225750959085814,NIRISS_SOSS
2.806623779909491,0.029850606367998567,0.45208381811241194,NIRISS_SOSS
2.8056355737424434,0.02962672546215189,0.44869316890851046,NIRISS_SOSS
2.804647335620699,0.029712001983856713,0.44998467150153626,NIRISS_SOSS
2.803659065757101,0.029319439997283793,0.44403936775970215,NIRISS_SOSS
2.802670764363877,0.02913820265099261,0.44129455010053,NIRISS_SOSS
2.8016824316526363,0.029267245274298085,0.4432488850016033,NIRISS_SOSS
2.800694067834373,0.02934471068826754,0.4444220893140126,NIRISS_SOSS
2.7997056731194645,0.029340735653678774,0.44436188789659875,NIRISS_SOSS
2.798717247717676,0.02928338873675948,0.44349337578537934,NIRISS_SOSS
2.7977287918381566,0.029457041422217205,0.44612332467483856,NIRISS_SOSS
2.796740305689445,0.029561613293100624,0.4477070529942343,NIRISS_SOSS
2.795751789479465,0.029751133463150177,0.4505773130160598,NIRISS_SOSS
2.7947632434155323,0.02948625622645731,0.44656577934672864,NIRISS_SOSS
2.7937746677043505,0.02988981349719776,0.4526776053355955,NIRISS_SOSS
2.792786062552014,0.0297866192604571,0.45111474111844085,NIRISS_SOSS
2.7917974281640086,0.02998597050017307,0.45413389149968253,NIRISS_SOSS
2.790808764745212,0.030073793944567478,0.45546396692837365,NIRISS_SOSS
2.7898200724998965,0.029731230210852503,0.45027588067057706,NIRISS_SOSS
2.788831351631725,0.029946309935213845,0.4535332370468308,NIRISS_SOSS
2.7878426023437597,0.029414039142361834,0.4454720603546137,NIRISS_SOSS
2.786853824838454,0.029705394798650142,0.4498846064818064,NIRISS_SOSS
2.7858650193176606,0.029854413490033847,0.4521414765145399,NIRISS_SOSS
2.7848761859826268,0.030149880738776676,0.4566162922114843,NIRISS_SOSS
2.783887325034001,0.02944657257972719,0.4459647753232523,NIRISS_SOSS
2.7828984366718283,0.029522033664652923,0.4471076243150471,NIRISS_SOSS
2.7819095210955536,0.029915763924112812,0.45307062140825993,NIRISS_SOSS
2.7809205785040243,0.02882613681040434,0.4365683507404108,NIRISS_SOSS
2.7799316090954833,0.029945444845656245,0.45352013537025554,NIRISS_SOSS
2.7789426130675965,0.02988591933945947,0.4526186287882867,NIRISS_SOSS
2.7779535906173622,0.02989385680653185,0.4527388407657583,NIRISS_SOSS
2.7769645419414033,0.029989999665558535,0.4541949127214564,NIRISS_SOSS
2.7759754672351233,0.029925915620066953,0.45322436761397134,NIRISS_SOSS
