instrument,wavelength_um,flux_mjy
NIRCam_GRISM,4.3750000000000036,1.370570734143257e-07
NIRSpec_G395H,2.875000000000002,3.5121745466887595e-08
NIRSpec_G395H,2.925000000000002,3.4439319685715576e-08
NIRSpec_G395H,2.975000000000002,3.3431344570002173e-08
NIRSpec_G395H,3.025000000000002,3.243738495249535e-08
NIRSpec_G395H,3.0750000000000024,3.1492051546447015e-08
NIRSpec_G395H,3.125000000000002,3.062468531631161e-08
NIRSpec_G395H,3.175000000000002,2.9791251871777416e-08
NIRSpec_G395H,3.2250000000000023,2.895994524190972e-08
NIRSpec_G395H,3.2750000000000026,2.831394356094576e-08
NIRSpec_G395H,3.3250000000000024,2.7509640666288627e-08
NIRSpec_G395H,3.375000000000002,2.676732321874641e-08
NIRSpec_G395H,3.4250000000000025,2.6104369263274276e-08
NIRSpec_G395H,3.4750000000000028,2.5387275024927593e-08
NIRSpec_G395H,3.5250000000000026,2.4674854211773534e-08
NIRSpec_G395H,3.5750000000000024,2.421717831588084e-08
NIRSpec_G395H,3.6250000000000027,2.3752109112440803e-08
NIRSpec_G395H,3.675000000000003,2.305941367390626e-08
NIRSpec_G395H,3.7250000000000028,2.279348783444018e-08
NIRSpec_PRISM,0.5750000000000001,
NIRSpec_PRISM,0.6250000000000001,7.171414025519485e-08
NIRSpec_PRISM,0.6750000000000002,7.552924158100082e-08
NIRSpec_PRISM,0.7250000000000002,7.940071748833301e-08
NIRSpec_PRISM,0.7750000000000002,8.245744873819847e-08
NIRSpec_PRISM,0.8250000000000003,8.37015439883582e-08
NIRSpec_PRISM,0.8750000000000003,8.64106596977259e-08
NIRSpec_PRISM,0.9250000000000004,8.903614832034619e-08
NIRSpec_PRISM,0.9750000000000004,9.019785219705784e-08
NIRSpec_PRISM,2.3750000000000013,4.715773411832476e-08
NIRSpec_PRISM,2.6250000000000018,3.950319973229568e-08
NIRSpec_PRISM,2.725000000000002,3.747661457622242e-08
NIRSpec_PRISM,2.825000000000002,3.5702806793237167e-08
NIRSpec_PRISM,2.925000000000002,3.4055086767846e-08
NIRSpec_PRISM,2.975000000000002,3.290356162657396e-08
NIRSpec_PRISM,3.0750000000000024,3.1356010531839517e-08
NIRSpec_PRISM,3.125000000000002,3.031302067050249e-08
NIRSpec_PRISM,3.175000000000002,2.9579290739636127e-08
NIRSpec_PRISM,3.2250000000000023,2.8414127267565108e-08
NIRSpec_PRISM,3.2750000000000026,2.7897654743376538e-08
NIRSpec_PRISM,3.3250000000000024,2.6978426989691866e-08
NIRSpec_PRISM,3.375000000000002,2.5788481006304642e-08
NIRSpec_PRISM,3.4250000000000025,2.5715277744637048e-08
NIRSpec_PRISM,3.4750000000000028,2.5066203622462814e-08
NIRSpec_PRISM,3.5250000000000026,2.4467566683478202e-08
NIRSpec_PRISM,3.5750000000000024,2.354675121401142e-08
NIRSpec_PRISM,3.6250000000000027,2.3339873514212836e-08
NIRSpec_PRISM,3.675000000000003,2.2572243732032746e-08
NIRSpec_PRISM,3.7250000000000028,2.195401076309643e-08
NIRSpec_PRISM,3.7750000000000026,2.1821653947729217e-08
NIRSpec_PRISM,3.825000000000003,2.085544362630345e-08
NIRSpec_PRISM,3.875000000000003,2.0323057412935885e-08
NIRSpec_PRISM,3.925000000000003,1.9775574602516592e-08
NIRSpec_PRISM,3.9750000000000028,1.947022446452865e-08
NIRSpec_PRISM,4.025000000000004,1.9221909375850372e-08
NIRSpec_PRISM,4.075000000000004,1.9043587092077424e-08
NIRSpec_PRISM,4.1250000000000036,1.8569218346443463e-08
NIRSpec_PRISM,4.175000000000003,1.805170923026961e-08
NIRSpec_PRISM,4.225000000000003,1.7786961014531403e-08
NIRSpec_PRISM,4.275000000000004,1.746835758800384e-08
NIRSpec_PRISM,4.325000000000004,1.6601895567398137e-08
NIRSpec_PRISM,4.3750000000000036,1.6087943827430573e-08
NIRSpec_PRISM,4.425000000000004,1.565563163469249e-08
NIRSpec_PRISM,4.475000000000004,1.5368550744824716e-08
NIRSpec_PRISM,4.525000000000004,1.5044320386665503e-08
NIRSpec_PRISM,4.575000000000004,1.4685651097932061e-08
NIRSpec_PRISM,4.6250000000000036,1.4410214995418757e-08
NIRSpec_PRISM,4.675000000000004,1.4189790756384457e-08
NIRSpec_PRISM,4.725000000000004,1.4149676741337761e-08
NIRSpec_PRISM,4.775000000000004,1.3679527887719426e-08
NIRSpec_PRISM,4.825000000000005,1.3593424380623934e-08
NIRSpec_PRISM,4.875000000000004,1.3220876566665323e-08
NIRSpec_PRISM,4.925000000000004,1.3111497358055364e-08
NIRSpec_PRISM,4.975000000000004,1.298503248305028e-08
NIRSpec_PRISM,5.025000000000004,1.2684056715876709e-08
NIRSpec_PRISM,5.075000000000005,1.22924735803543e-08
NIRSpec_PRISM,5.125000000000004,1.2104765445553574e-08
NIRSpec_PRISM,5.175000000000004,1.215533364192948e-08
NIRSpec_PRISM,5.225000000000005,1.2057195291553898e-08
NIRSpec_PRISM,5.275000000000005,1.1815533432549024e-08
NIRSpec_PRISM,5.325000000000005,
