wavelength_um,NIRISS_SOSS,NIRCam_GRISM,NIRSpec_G395H,NIRSpec_PRISM
2.861689451535732,,0.0012044183397350386,,3.4848610630328407e-08
2.8616705078399454,,0.0012043105243208895,,3.484899843089992e-08
2.8616515641441587,,0.0012042027089067403,,3.484938623147143e-08
2.8616326204483715,,0.0012040948934925887,,3.4849774032042944e-08
2.861613676752585,,0.0012039870780784394,,3.4850161832614454e-08
2.861594733056798,,0.0012038792626642902,,3.4850549633185964e-08
2.8615757893610114,,0.001203771447250141,,3.4850937433757474e-08
2.8615568456652243,,0.0012036636318359893,,3.4851325234329e-08
2.8615379019694376,,0.00120355581642184,,3.485171303490051e-08
2.861518958273651,,0.0012033621029770294,,3.485210083547202e-08
2.861500014577864,,0.0012029875498451633,,3.485248863604353e-08
2.861481070882077,,0.0012026129967132883,,3.4852876436615045e-08
2.8614621271862903,,0.0012022384435814222,,3.4853264237186556e-08
2.8614431834905036,,0.001201863890449556,,3.4853652037758066e-08
2.861424239794717,,0.0012014893373176899,,3.4854039838329576e-08
2.86140529609893,,0.001201114784185815,,3.485442763890109e-08
2.861386352403143,,0.0012007402310539488,,3.48548154394726e-08
2.8613674087073564,,0.0012003656779220827,,3.485520324004412e-08
2.8613484650115697,,0.0011999911247902164,,3.485559104061563e-08
2.8613295213157826,,0.0011996165716583415,,3.485597884118715e-08
2.861310577619996,,0.0011992420185264754,,3.485636664175866e-08
2.861291633924209,,0.0011988674653946093,,3.485675444233017e-08
2.8612726902284225,,0.001198492912262743,,3.485714224290168e-08
2.8612537465326353,,0.001198118359130868,,3.4857530043473194e-08
2.8612348028368486,,0.001197743805999002,,3.4857917844044705e-08
2.861215859141062,,0.0011973692528671359,,3.4858305644616215e-08
2.861196915445275,,0.0011969946997352696,,3.4858693445187725e-08
2.861177971749488,,0.0011966201466033946,,3.485908124575925e-08
2.8611590280537014,,0.0011962455934715285,,3.485946904633076e-08
2.8611400843579147,,0.0011958710403396624,,3.485985684690227e-08
2.861121140662128,,0.0011954964872077961,,3.486024464747378e-08
2.861102196966341,,0.0011951219340759212,,3.4860632448045296e-08
2.861083253270554,,0.001194747380944055,,3.4861020248616806e-08
2.8610643095747674,,0.001194372827812189,,3.4861408049188316e-08
2.8610453658789807,,0.0011939982746803227,,3.4861795849759826e-08
2.8610264221831936,,0.001193623721548448,,3.486218365033135e-08
2.861007478487407,,0.0011932491684165816,,3.486257145090286e-08
2.86098853479162,,0.0011928746152847156,,3.486295925147437e-08
2.8609695910958335,,0.0011925000621528493,,3.486334705204588e-08
2.8609506474000463,,0.0011921255090209745,,3.48637348526174e-08
2.8609317037042596,,0.0011917509558891082,,3.486412265318891e-08
2.860912760008473,,0.0011913764027572421,,3.486451045376042e-08
2.8608938163126862,,0.001191001849625376,,3.486489825433193e-08
2.860874872616899,,0.001190627296493501,,3.4865286054903445e-08
2.8608559289211124,,0.0011902527433616348,,3.4865673855474955e-08
2.8608369852253257,,0.0011898781902297687,,3.486606165604647e-08
2.860818041529539,,0.0011895036370979026,,3.486644945661798e-08
2.860799097833752,,0.0011891290839660276,,3.48668372571895e-08
2.860780154137965,,0.0011887545308341613,,3.486722505776101e-08
2.8607612104421785,,0.0011883799777022953,,3.486761285833252e-08
2.8607422667463918,,0.0011880054245704292,,3.486800065890403e-08
2.8607233230506046,,0.0011876308714385542,,3.4868388459475546e-08
2.860704379354818,,0.001187256318306688,,3.4868776260047057e-08
2.860685435659031,,0.0011868817651748218,,3.486916406061857e-08
2.8606664919632445,,0.0011865072120429557,,3.486955186119008e-08
2.8606475482674574,,0.0011861326589110808,,3.48699396617616e-08
2.8606286045716707,,0.0011857581057792147,,3.487032746233311e-08
2.860609660875884,,0.0011853835526473484,,3.487071526290462e-08
2.8605907171800973,,0.0011850089995154823,,3.487110306347613e-08
2.86057177348431,,0.0011846344463836073,,3.487149086404765e-08
2.8605528297885234,,0.0011844651980700582,,3.487187866461916e-08
2.8605338860927367,,0.0011849572401867307,,3.487226646519067e-08
2.86051494239695,,0.0011854492823034032,,3.487265426576218e-08
2.860495998701163,,0.0011859413244200872,,3.48730420663337e-08
2.860477055005376,,0.0011864333665367597,,3.487342986690521e-08
2.8604581113095895,,0.0011869254086534324,,3.487381766747672e-08
2.860439167613803,,0.001187417450770105,,3.487420546804823e-08
2.8604202239180156,,0.001187909492886789,,3.487459326861975e-08
2.860401280222229,,0.0011884015350034614,,3.487498106919126e-08
2.8603823365264422,,0.001188893577120134,,3.487536886976277e-08
2.8603633928306555,,0.0011893856192368064,,3.487575667033428e-08
2.8603444491348684,,0.0011898776613534906,,3.48761444709058e-08
2.8603255054390817,,0.0011903697034701631,,3.487653227147731e-08
2.860306561743295,,0.0011908617455868356,,3.487692007204882e-08
2.8602876180475083,,0.0011913537877035081,,3.4877307872620334e-08
2.860268674351721,,0.0011918458298201923,,3.487769567319185e-08
2.8602497306559345,,0.0011923378719368649,,3.487808347376336e-08
2.8602307869601478,,0.0011928299140535374,,3.487847127433487e-08
2.860211843264361,,0.0011933219561702099,,3.487885907490638e-08
2.860192899568574,,0.0011938139982868939,,3.48792468754779e-08
2.860173955872787,,0.0011943060404035664,,3.487963467604941e-08
2.8601550121770005,,0.001194798082520239,,3.488002247662092e-08
2.860136068481214,,0.0011952901246369116,,3.488041027719243e-08
2.8601171247854267,,0.0011957821667535956,,3.488079807776395e-08
2.86009818108964,,0.001196274208870268,,3.488118587833546e-08
2.8600792373938533,,0.0011967662509869406,,3.488157367890697e-08
2.8600602936980666,,0.0011972582931036133,,3.488196147947848e-08
2.8600413500022794,,0.0011977503352202973,,3.488234928005e-08
2.8600224063064927,,0.0011982423773369698,,3.488273708062151e-08
2.860003462610706,,0.0011987344194536423,,3.488312488119302e-08
2.8599845189149193,,0.0011992264615703148,,3.488351268176453e-08
2.859965575219132,,0.001199718503686999,,3.4883900482336054e-08
2.8599466315233455,,0.0012002105458036715,,3.4884288282907564e-08
2.859927687827559,,0.001200702587920344,,3.4884676083479074e-08
2.859908744131772,,0.0012011946300370165,,3.4885063884050585e-08
2.859889800435985,,0.0012016866721537005,,3.48854516846221e-08
2.8598708567401983,,0.0012021787142703732,,3.488583948519361e-08
2.8598519130444116,,0.0012026707563870457,,3.488622728576512e-08
2.859832969348625,,0.0012031627985037182,,3.488661508633663e-08
2.8598140256528377,,0.0012036548406204022,,3.488700288690815e-08
2.859795081957051,,0.0012041468827370747,,3.488739068747966e-08
2.8597761382612643,,0.0012046389248537473,,3.488777848805117e-08
2.8597571945654776,,0.00120513096697042,,3.4888166288622686e-08
2.8597382508696905,,0.001205623009087104,,3.48885540891942e-08
2.8597193071739038,,0.0012061150512037765,,3.488894188976571e-08
2.859700363478117,,0.001206607093320449,,3.4889329690337223e-08
2.8596814197823304,,0.0012070991354371215,,3.4889717490908734e-08
2.8596624760865432,,0.0012075911775538057,,3.489010529148025e-08
2.8596435323907565,,0.0012080832196704782,,3.489049309205176e-08
2.85962458869497,,0.0012085752617871507,,3.489088089262327e-08
2.859605644999183,,0.0012090673039038232,,3.489126869319478e-08
2.859586701303396,,0.0012094548842144837,,3.4891656493766304e-08
2.8595677576076093,,0.0012091964927844218,,3.4892044294337815e-08
2.8595488139118226,,0.00120893810135436,,3.4892432094909325e-08
2.859529870216036,,0.0012086797099242978,,3.4892819895480835e-08
2.8595109265202487,,0.0012084213184942298,,3.489320769605235e-08
2.859491982824462,,0.0012081629270641679,,3.489359549662386e-08
